epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
90,1212,0.49889,0.4105,0.84809,0.94977,0.8,0.79021,0.6874,0.51882,0.42412,0.9292,0.001189,0.001189,0.001189
91,1226.93,0.49993,0.46342,0.81952,0.94993,0.8,0.79021,0.69458,0.53444,0.43278,0.93151,0.00109,0.00109,0.00109
92,1242.52,0.48427,0.43084,0.82084,0.94964,0.8,0.78021,0.67839,0.56042,0.4721,0.93492,0.000991,0.000991,0.000991
93,1256.93,0.52263,0.43332,0.84176,0.94987,0.8,0.78021,0.69,0.54444,0.48461,0.93293,0.000892,0.000892,0.000892
94,1271.12,0.49206,0.39361,0.80303,0.94979,0.8,0.78021,0.70092,0.52333,0.48678,0.93038,0.000793,0.000793,0.000793
95,1285.92,0.47388,0.44297,0.79213,0.94993,0.8,0.78021,0.69321,0.50626,0.48122,0.92887,0.000694,0.000694,0.000694
96,1300.76,0.48434,0.43544,0.84453,0.95236,0.8,0.79021,0.69866,0.50203,0.45887,0.92923,0.000595,0.000595,0.000595
97,1313.96,0.40095,1.26331,0.64295,0.95224,0.8,0.79131,0.69794,0.50513,0.4483,0.92964,0.000496,0.000496,0.000496
98,1325.8,0.53961,0.4121,0.78843,0.95256,0.8,0.79131,0.69731,0.51025,0.44722,0.9302,0.000397,0.000397,0.000397
99,1341.01,0.56801,0.41729,0.83166,0.95278,0.8,0.79131,0.69767,0.51687,0.44214,0.93076,0.000298,0.000298,0.000298
100,1355.33,0.60732,0.50995,0.82627,0.95336,0.8,0.79131,0.69853,0.53262,0.43311,0.93237,0.000199,0.000199,0.000199
